
#=============================================================
#  JobUsageRecords for the Probes with ridiculous efficiency 
#  Start: Sat Sep 14 20:43:52 CDT 2013
#  Probe: pbs:ce.grid.unesp.br
#=============================================================

mysql --table --unbuffered --host=gr-osg-mysql-reports.opensciencegrid.org --port=3306 -u reader -preader gratia
   SELECT
      jur.dbid as dbid
     ,CpuSystemDuration 
     ,CpuUserDuration
     ,WallDuration
     ,Processors
     ,(WallDuration * IFNULL(Processors,1)) as Wall_w_Cores
     ,round((CpuSystemDuration + CpuUserDuration)/(WallDuration * IFNULL(Processors,1)) * 100,0) as Efficiency
   FROM
      JobUsageRecord_Meta meta
     ,JobUsageRecord jur
   WHERE
    meta.ProbeName = "pbs:ce.grid.unesp.br"
AND meta.ServerDate >= "2013-06-01"
-- AND meta.ServerDate <  "2013-09-15"
AND meta.dbid = jur.dbid
AND jur.EndTime >= "2013-06-01"
AND jur.EndTime < "2013-09-15"
AND (CpuSystemDuration + CpuUserDuration)/(WallDuration * IFNULL(Processors,1)) * 100 > 2500

   order by
     dbid
;

+------------+-------------------+-----------------+--------------+------------+--------------+------------+
| dbid       | CpuSystemDuration | CpuUserDuration | WallDuration | Processors | Wall_w_Cores | Efficiency |
| 1137428788 |                 0 |     18452641431 |      2592040 |          1 |      2592040 |     711896 | 
| 1137443893 |                 0 |     32921203698 |      2592045 |          1 |      2592045 |    1270086 | 
| 1137443901 |                 0 |     18453923695 |      2592036 |          1 |      2592036 |     711947 | 
| 1137444082 |                 0 |     18453331361 |      2592030 |          1 |      2592030 |     711926 | 
| 1137493755 |                 0 |     18451571139 |       604977 |          1 |       604977 |    3049962 | 
| 1138998556 |                 0 |     18455316258 |      1170814 |          1 |      1170814 |    1576281 | 
| 1139723529 |                 0 |     18451478035 |       594000 |          1 |       594000 |    3106309 | 
+------------+-------------------+-----------------+--------------+------------+--------------+------------+

-- ------------------------------------
-- Probe: pbs:ce.grid.unesp.br
-- ------------------------------------
call del_JUR_from_summary(1065572094);
call del_JUR_from_summary(1067713085);
call del_JUR_from_summary(1068025648);
call del_JUR_from_summary(1069159270);
call del_JUR_from_summary(1070953249);
call del_JUR_from_summary(1071412053);
call del_JUR_from_summary(1072853771);
call del_JUR_from_summary(1072853990);
call del_JUR_from_summary(1072853999);
call del_JUR_from_summary(1072854002);
call del_JUR_from_summary(1072854014);
call del_JUR_from_summary(1072854018);
call del_JUR_from_summary(1072854060);
call del_JUR_from_summary(1072854064);
call del_JUR_from_summary(1072854065);
call del_JUR_from_summary(1079631751);
call del_JUR_from_summary(1081090795);
call del_JUR_from_summary(1082625746);
call del_JUR_from_summary(1085614460);
call del_JUR_from_summary(1085614789);
call del_JUR_from_summary(1085614792);
call del_JUR_from_summary(1085726434);
call del_JUR_from_summary(1085726440);
call del_JUR_from_summary(1085726452);
call del_JUR_from_summary(1089045574);
call del_JUR_from_summary(1089071150);
call del_JUR_from_summary(1089126142);
call del_JUR_from_summary(1089985850);
call del_JUR_from_summary(1090509180);
call del_JUR_from_summary(1090619042);
call del_JUR_from_summary(1090701369);
call del_JUR_from_summary(1091209805);
call del_JUR_from_summary(1091269345);
call del_JUR_from_summary(1091833826);
call del_JUR_from_summary(1092587428);
call del_JUR_from_summary(1092825965);
call del_JUR_from_summary(1092998419);
call del_JUR_from_summary(1093099127);
call del_JUR_from_summary(1093100593);
call del_JUR_from_summary(1093199286);
call del_JUR_from_summary(1094437962);
call del_JUR_from_summary(1095217869);
call del_JUR_from_summary(1095647586);
call del_JUR_from_summary(1095852709);
call del_JUR_from_summary(1097989206);
call del_JUR_from_summary(1097989303);
call del_JUR_from_summary(1097991285);
call del_JUR_from_summary(1097991856);
call del_JUR_from_summary(1098020856);
call del_JUR_from_summary(1098024770);
call del_JUR_from_summary(1098024807);
call del_JUR_from_summary(1098025906);
call del_JUR_from_summary(1098025992);
call del_JUR_from_summary(1098028266);
call del_JUR_from_summary(1098028953);
call del_JUR_from_summary(1098030496);
call del_JUR_from_summary(1098030837);
call del_JUR_from_summary(1098031004);
call del_JUR_from_summary(1098031385);
call del_JUR_from_summary(1106286257);
call del_JUR_from_summary(1107266806);
call del_JUR_from_summary(1107328910);
call del_JUR_from_summary(1108184065);
call del_JUR_from_summary(1108565891);
call del_JUR_from_summary(1108757635);
call del_JUR_from_summary(1108921464);
call del_JUR_from_summary(1108921465);
call del_JUR_from_summary(1108921466);
call del_JUR_from_summary(1108921468);
call del_JUR_from_summary(1108921469);
call del_JUR_from_summary(1108921470);
call del_JUR_from_summary(1108921471);
call del_JUR_from_summary(1108921472);
call del_JUR_from_summary(1108921475);
call del_JUR_from_summary(1108921476);
call del_JUR_from_summary(1108921477);
call del_JUR_from_summary(1108926998);
call del_JUR_from_summary(1108927001);
call del_JUR_from_summary(1108927002);
call del_JUR_from_summary(1108927003);
call del_JUR_from_summary(1108927004);
call del_JUR_from_summary(1108927005);
call del_JUR_from_summary(1108927027);
call del_JUR_from_summary(1108927029);
call del_JUR_from_summary(1108927030);
call del_JUR_from_summary(1108927031);
call del_JUR_from_summary(1108927033);
call del_JUR_from_summary(1108927036);
call del_JUR_from_summary(1108927038);
call del_JUR_from_summary(1108927039);
call del_JUR_from_summary(1109192361);
call del_JUR_from_summary(1109200728);
call del_JUR_from_summary(1109924370);
call del_JUR_from_summary(1110429551);
call del_JUR_from_summary(1110542194);
call del_JUR_from_summary(1110594630);
call del_JUR_from_summary(1111095638);
call del_JUR_from_summary(1111246652);
call del_JUR_from_summary(1111415029);
call del_JUR_from_summary(1112332521);
call del_JUR_from_summary(1112353558);
call del_JUR_from_summary(1112698539);
call del_JUR_from_summary(1115512436);
call del_JUR_from_summary(1115512438);
call del_JUR_from_summary(1115514156);
call del_JUR_from_summary(1117642063);
call del_JUR_from_summary(1119301845);
call del_JUR_from_summary(1119668252);
call del_JUR_from_summary(1120330913);
call del_JUR_from_summary(1121468403);
call del_JUR_from_summary(1122456744);
call del_JUR_from_summary(1123578297);
call del_JUR_from_summary(1123801875);
call del_JUR_from_summary(1123801877);
call del_JUR_from_summary(1123801879);
call del_JUR_from_summary(1126226077);
call del_JUR_from_summary(1126590595);
call del_JUR_from_summary(1128041845);
call del_JUR_from_summary(1128209926);
call del_JUR_from_summary(1128494758);
call del_JUR_from_summary(1128876201);
call del_JUR_from_summary(1129296291);
call del_JUR_from_summary(1130304209);
call del_JUR_from_summary(1130931366);
call del_JUR_from_summary(1132044959);
call del_JUR_from_summary(1132190172);
call del_JUR_from_summary(1132318995);
call del_JUR_from_summary(1132477983);
call del_JUR_from_summary(1132592286);
call del_JUR_from_summary(1133666247);
call del_JUR_from_summary(1134310990);
call del_JUR_from_summary(1135463991);
call del_JUR_from_summary(1136210598);
call del_JUR_from_summary(1136210602);
call del_JUR_from_summary(1136210718);
call del_JUR_from_summary(1136210720);
call del_JUR_from_summary(1136211610);
call del_JUR_from_summary(1136211614);
call del_JUR_from_summary(1136211615);
call del_JUR_from_summary(1136211616);
call del_JUR_from_summary(1136211620);
call del_JUR_from_summary(1137428788);
call del_JUR_from_summary(1137443893);
call del_JUR_from_summary(1137443901);
call del_JUR_from_summary(1137444082);
call del_JUR_from_summary(1137493755);
call del_JUR_from_summary(1138998556);
call del_JUR_from_summary(1139723529);

-- ------------------------------------
-- Probe: pbs:ce.grid.unesp.br
-- ------------------------------------
update JobUsageRecord set WallDuration=0, CpuUserDuration=0, CpuSystemDuration=0 where dbid = 1065572094 ;
update JobUsageRecord set WallDuration=0, CpuUserDuration=0, CpuSystemDuration=0 where dbid = 1067713085 ;
update JobUsageRecord set WallDuration=0, CpuUserDuration=0, CpuSystemDuration=0 where dbid = 1068025648 ;
update JobUsageRecord set WallDuration=0, CpuUserDuration=0, CpuSystemDuration=0 where dbid = 1069159270 ;
